a b c d e f g h i
1950 -0.2271 -0.0366 -0.3259 0.2023 -0.0596 -0.0544 -0.2979 0.1054
1951 0.0639 -0.0097 -0.2781 0.182 -0.0587 -0.0525 -0.2962 0.1077
1952 0.0436 -0.0195 -0.2674 0.1925 -0.0581 -0.0505 -0.2938 0.1094
1953 0.0437 0.0085 -0.2509 0.2053 -0.0576 -0.0487 -0.292 0.1108
1954 -0.0978 -0.0204 -0.297 0.1681 -0.0573 -0.0473 -0.2895 0.1128
1955 -0.1931 -0.0393 -0.3079 0.219 -0.0571 -0.0455 -0.2872 0.1139
1956 -0.2006 -0.1278 -0.361 0.0974 -0.0569 -0.0438 -0.2847 0.115
1957 0.0774 0.0112 -0.2171 0.2325 -0.0566 -0.0422 -0.282 0.1165
1958 -0.0166 0.0091 -0.2077 0.2262 -0.0564 -0.0406 -0.2796 0.1181
1959 -0.0423 -0.0119 -0.2556 0.1901 -0.056 -0.0392 -0.2773 0.1198
1960 -0.0146 0.0282 -0.2189 0.2286 -0.0555 -0.0379 -0.2746 0.1217
1961 0.0249 -0.0272 -0.2859 0.1761 -0.0548 -0.0364 -0.2722 0.1237
1962 -0.0395 -0.0528 -0.2759 0.1637 -0.0538 -0.0348 -0.2694 0.1259
1963 -0.0066 -0.0092 -0.2562 0.1922 -0.0526 -0.033 -0.2663 0.1284
1964 -0.2375 -0.1302 -0.386 0.0993 -0.0509 -0.0308 -0.2634 0.1312
1965 -0.1381 -0.1208 -0.3425 0.1042 -0.0489 -0.0284 -0.2602 0.134
1966 -0.0884 -0.0479 -0.3135 0.1501 -0.0463 -0.0257 -0.2567 0.1371
1967 -0.0356 -0.0518 -0.2952 0.152 -0.0433 -0.0228 -0.2531 0.1406
1968 -0.096 -0.1118 -0.3369 0.0915 -0.0396 -0.0195 -0.2491 0.1452
1969 0.0734 0.0296 -0.2458 0.2149 -0.0354 -0.0158 -0.2446 0.1499
1970 -0.089 -0.0693 -0.3029 0.1438 -0.0305 -0.0117 -0.2402 0.1551
1971 -0.1727 -0.1228 -0.3387 0.0978 -0.025 -0.0072 -0.2355 0.1606
1972 0.0187 -0.0739 -0.2856 0.1756 -0.0188 -0.0018 -0.2301 0.166
1973 -0.0708 -0.083 -0.2778 0.1596 -0.0119 0.0039 -0.2248 0.1714
1974 -0.1128 -0.0976 -0.2882 0.1503 -0.0042 0.0102 -0.2191 0.1782
1975 -0.1899 -0.1701 -0.3854 0.0961 0.0043 0.0172 -0.2121 0.1854
1976 -0.1498 -0.0604 -0.2839 0.1847 0.0135 0.0246 -0.2048 0.193
1977 0.0338 0.0225 -0.2049 0.243 0.0234 0.0322 -0.198 0.201
1978 -0.0789 -0.0419 -0.2724 0.173 0.0341 0.04 -0.1911 0.2081
1979 0.0961 0.1006 -0.1347 0.3036 0.0455 0.0479 -0.1841 0.2158
1980 0.1524 0.1082 -0.1169 0.3221 0.0575 0.0557 -0.1771 0.224
1981 0.0849 0.0879 -0.1299 0.3099 0.0701 0.0637 -0.1701 0.2324
1982 0.0697 0.064 -0.1878 0.2839 0.0833 0.0718 -0.1628 0.2409
1983 0.1169 0.0602 -0.1912 0.27 0.0971 0.0797 -0.1556 0.2485
1984 -0.0146 0.0071 -0.2145 0.2264 0.1114 0.0876 -0.1481 0.2566
1985 0.0189 0.0011 -0.2349 0.216 0.1261 0.0954 -0.1408 0.2646
1986 0.0291 0.0697 -0.1742 0.2828 0.1414 -999 -999 -999
1987 0.2071 0.0731 -0.1869 0.317 0.1571 -999 -999 -999
1988 0.1509 0.1892 -0.068 0.3881 0.1731 -999 -999 -999
1989 0.1719 0.1978 -0.0269 0.4138 0.1894 -999 -999 -999
1990 0.2715 0.2359 1e-04 0.46 0.2059 -999 -999 -999
1991 0.2841 0.2804 0.0171 0.4827 0.2226 -999 -999 -999
1992 0.0736 0.1739 -0.068 0.3971 0.2395 -999 -999 -999
1993 0.0899 0.1531 -0.1004 0.3719 0.2564 -999 -999 -999
1994 0.2775 0.3463 0.0519 0.5509 0.2733 -999 -999 -999
1995 0.2839 0.2331 -0.0674 0.462 0.2901 -999 -999 -999
1996 0.2225 0.2445 -0.0444 0.4779 0.3068 -999 -999 -999
1997 0.4407 0.3062 -0.0147 0.6536 0.3233 -999 -999 -999
1998 0.4736 0.4392 0.1264 0.7202 0.3394 -999 -999 -999
1999 0.2731 0.295 -0.0207 0.4991 0.3551 -999 -999 -999
2000 0.3099 0.2751 -0.0624 0.478 0.3704 -999 -999 -999
2001 0.5122 -999 -999 -999 0.385 -999 -999 -999
2002 0.4758 -999 -999 -999 0.3991 -999 -999 -999
2003 0.5133 -999 -999 -999 -999 -999 -999 -999
2004 0.4428 -999 -999 -999 -999 -999 -999 -999
2005 0.568 -999 -999 -999 -999 -999 -999 -999
2006 0.5629 -999 -999 -999 -999 -999 -999 -999
2007 0.4654 -999 -999 -999 -999 -999 -999 -999
2008 0.4543 -999 -999 -999 -999 -999 -999 -999
2009 0.6124 -999 -999 -999 -999 -999 -999 -999
2010 0.5504 -999 -999 -999 -999 -999 -999 -999
2011 0.4698 -999 -999 -999 -999 -999 -999 -999
2012 0.5389 -999 -999 -999 -999 -999 -999 -999
2013 0.5552 -999 -999 -999 -999 -999 -999 -999
2014 0.6543 -999 -999 -999 -999 -999 -999 -999
2015 0.8532 -999 -999 -999 -999 -999 -999 -999
2016 0.8148 -999 -999 -999 -999 -999 -999 -999
2017 0.6671 -999 -999 -999 -999 -999 -999 -999
